surface_m2,nb_pieces,nb_chambres,arrondissement,etage,nb_etages_immeuble,annee_construction,balcon,terrasse,parking,cave,ascenseur,renovation_recente,distance_metro_m,prix
46,6,5,17,1,3,1953,0,0,0,1,1,1,509,532441
88,3,2,1,3,6,2005,1,0,0,0,1,0,116,1338782
51,2,1,1,1,3,1911,0,1,0,1,0,0,241,561403
79,3,2,5,6,9,2002,1,1,0,0,1,0,309,951348
82,4,3,12,5,8,1856,0,0,0,1,0,1,759,844754
87,2,1,6,1,3,1887,0,0,1,1,0,0,113,1268227
25,4,3,6,6,9,1968,1,0,0,0,0,1,799,339537
41,2,1,17,4,5,1935,0,0,0,0,1,1,224,458583
79,2,1,13,7,9,1935,0,0,0,0,1,0,451,706133
131,1,0,8,7,9,1940,1,0,1,0,0,1,470,2374240
110,2,1,12,0,3,1970,0,0,0,0,0,1,785,1279882
71,2,1,15,1,3,1946,1,0,0,1,0,0,133,878264
117,5,4,19,3,4,2022,1,1,0,1,1,0,218,1508879
71,1,0,20,7,8,2009,0,0,1,1,1,0,297,751693
28,2,1,17,7,8,1952,0,0,0,1,0,1,361,300185
86,3,2,9,4,6,2009,1,0,0,0,1,1,150,1558997
113,5,4,18,1,3,1850,0,1,1,1,0,0,417,1282661
154,6,5,2,1,3,1894,0,1,0,1,1,0,295,1647480
45,4,3,11,5,8,1913,1,0,0,1,1,0,1025,527370
34,6,5,20,4,7,1984,0,0,0,0,1,0,258,340416
95,4,3,17,3,5,2015,1,0,0,1,0,0,333,1258068
76,6,5,18,3,6,1919,0,0,0,1,1,0,475,766697
72,4,3,15,5,7,1924,0,0,0,0,0,0,307,758859
118,1,0,7,6,7,1922,0,0,1,0,1,0,252,1673986
95,2,1,16,2,4,2007,0,0,0,1,0,1,317,1732239
80,3,2,1,1,3,1999,0,0,0,0,0,0,514,832637
48,2,1,18,4,7,1922,1,0,1,0,1,1,268,577305
91,2,1,8,6,8,1904,1,0,1,0,1,0,473,1413005
33,3,2,7,2,3,1895,1,0,0,1,1,0,201,443072
71,5,4,2,2,4,1946,0,1,0,1,1,1,489,908286
60,1,0,12,1,3,2003,0,0,0,1,0,1,171,805334
28,4,3,16,2,4,1986,1,0,1,0,1,0,417,496812
76,4,3,9,1,4,1864,0,0,0,1,1,0,147,955662
45,6,5,20,4,5,1996,0,0,0,0,1,0,238,413722
75,5,4,11,2,5,1993,0,0,1,1,1,0,473,1002376
37,4,3,15,4,5,1874,0,0,0,1,1,1,705,472320
95,3,2,3,0,3,1948,0,0,0,0,0,0,290,899959
142,2,1,13,1,4,1926,1,0,0,0,1,0,104,1478912
33,3,2,13,3,4,2023,1,1,1,0,1,0,500,371942
37,4,3,2,3,4,1856,0,1,1,0,0,1,461,551510
31,5,4,6,2,5,1883,1,1,0,1,1,0,311,457230
55,4,3,6,6,7,1907,0,1,0,0,1,0,93,826415
75,2,1,12,1,3,1927,0,0,1,0,1,0,164,919083
88,3,2,4,2,4,1872,0,0,1,1,1,0,196,1249441
70,2,1,5,4,5,2000,0,1,0,0,1,0,473,884170
86,1,0,8,6,7,1994,0,0,0,1,1,1,851,1381304
59,2,1,6,3,6,1990,1,0,1,1,1,0,524,925773
45,1,0,3,2,3,1971,1,0,0,0,0,1,194,556971
38,4,3,8,4,6,1876,0,0,0,1,0,1,586,645805
56,2,1,19,2,5,1915,0,0,0,1,1,0,304,465204
38,2,1,11,5,8,1950,0,0,1,1,0,0,815,439744
73,5,4,18,1,3,2007,0,0,0,0,0,1,288,773712
38,2,1,10,6,9,1981,0,0,0,0,1,0,485,371048
47,1,0,20,2,5,1943,1,1,1,0,0,1,345,596041
106,2,1,12,7,10,1916,1,0,0,0,1,0,285,1329696
112,1,0,20,2,4,1991,0,0,0,1,1,0,121,1019838
110,1,0,8,6,8,1860,1,0,0,0,0,0,365,1280488
59,1,0,19,2,3,1889,0,0,0,0,0,1,499,572821
46,3,2,16,1,3,1980,1,0,0,0,1,1,480,739328
80,2,1,18,1,3,1850,0,1,0,0,1,1,478,865744
39,2,1,9,6,9,1858,0,0,0,0,1,1,355,505693
90,4,3,4,2,4,1961,0,0,0,0,1,1,79,1248112
44,2,1,9,2,4,1922,1,0,1,1,1,0,255,614297
54,5,4,2,1,3,1973,0,0,1,0,0,1,354,660220
91,3,2,9,7,9,1925,0,0,0,0,1,1,385,1254443
26,2,1,9,1,4,1978,0,0,1,0,1,0,567,347136
45,4,3,18,1,4,1993,0,0,1,0,1,0,340,429760
74,1,0,11,7,9,1943,0,0,0,1,1,1,654,899691
83,1,0,13,6,9,1921,1,0,1,1,1,0,124,921553
76,3,2,6,1,4,1895,0,0,0,0,1,0,123,907792
54,3,2,9,6,9,1987,1,0,1,1,1,0,514,737667
96,4,3,16,1,3,2010,0,0,1,1,0,0,385,1405562
37,5,4,4,0,3,1951,0,1,1,0,0,0,586,383555
36,2,1,2,6,7,1890,0,0,0,0,0,0,571,290773
74,3,2,7,5,6,1871,0,0,0,0,1,0,586,850018
35,3,2,15,2,5,1993,0,0,0,1,0,0,831,384626
145,6,5,6,0,3,1932,0,0,0,0,1,0,260,1925720
45,4,3,11,1,4,1924,1,0,0,0,1,1,240,586169
95,5,4,20,5,8,1863,1,0,0,0,0,1,432,773474
33,2,1,17,7,8,2003,1,0,1,1,1,0,333,433251
128,4,3,4,2,4,2021,1,0,1,0,0,0,325,1478394
62,2,1,19,5,7,1997,0,0,1,1,0,1,667,624350
45,2,1,7,1,4,1982,0,0,0,0,1,1,438,761859
52,5,4,11,4,5,1860,1,0,0,1,1,0,410,559616
41,1,0,13,0,3,1896,0,0,0,0,0,1,794,353172
54,6,5,3,4,5,1859,0,0,0,1,1,1,530,561140
34,1,0,14,2,3,1910,1,0,0,1,0,0,191,444983
45,4,3,2,7,8,1960,0,0,0,0,1,0,365,495836
94,2,1,18,2,5,1894,0,1,1,0,1,1,235,1272683
68,2,1,5,2,5,1896,1,0,1,1,0,0,641,879229
37,2,1,13,6,9,2011,1,0,1,0,1,0,737,401630
55,3,2,13,3,5,1967,0,0,0,1,1,1,224,686784
113,2,1,14,1,3,1990,0,0,0,0,0,0,78,1233661
48,3,2,12,3,6,1872,0,0,1,0,1,0,436,521809
35,1,0,13,6,7,1885,0,0,0,0,0,0,127,253880
81,1,0,18,3,4,1925,0,0,0,0,1,0,252,632749
23,1,0,13,1,4,1958,0,1,0,0,1,0,255,223058
53,2,1,4,2,4,1933,1,0,1,1,1,0,571,714240
118,4,3,10,7,10,1929,0,0,0,1,1,0,200,1261785
55,5,4,5,0,3,1863,1,0,0,1,1,0,555,595641
99,2,1,18,3,4,1915,0,0,1,0,1,0,267,963918
35,3,2,8,4,6,1865,1,0,0,1,1,0,493,489493
54,4,3,14,0,3,1892,0,0,1,0,0,1,133,666110
51,2,1,2,2,3,1951,0,0,0,0,0,1,184,637282
79,2,1,8,7,8,1962,0,0,1,0,1,1,299,1133984
63,3,2,16,0,3,1858,0,0,0,1,0,0,181,828313
127,1,0,7,5,6,1998,1,0,0,1,1,0,192,2281452
47,1,0,3,6,9,1931,1,0,1,0,0,0,561,505970
63,2,1,4,2,5,1959,1,0,0,0,0,0,317,732598
52,3,2,7,1,4,1947,0,0,0,0,1,0,777,710066
61,1,0,4,6,9,1933,0,0,0,0,1,1,669,717639
58,2,1,9,5,8,1892,0,0,0,0,1,0,281,562944
39,2,1,17,1,3,1915,0,0,1,0,0,0,180,514885
91,1,0,17,1,4,1981,1,0,0,0,1,1,288,1188743
43,2,1,20,4,5,1972,1,0,0,1,1,0,297,410480
42,5,4,14,3,6,1958,0,0,0,0,1,0,91,478102
29,1,0,14,3,5,1951,1,0,0,0,0,1,550,320592
46,3,2,13,7,8,1984,0,0,0,0,0,1,296,488421
43,2,1,4,3,5,1935,0,0,1,0,1,0,96,625495
24,3,2,13,6,7,1933,0,1,0,1,1,0,246,245704
54,3,2,17,4,5,1853,0,1,1,1,1,0,208,710481
124,2,1,15,1,4,1973,0,0,1,0,1,0,335,1756625
30,4,3,18,5,7,1869,0,0,0,0,1,0,115,282780
60,3,2,11,3,5,1884,0,0,1,1,0,0,83,613465
54,4,3,4,1,3,1946,0,0,1,1,0,0,339,657441
85,2,1,20,2,5,2022,0,1,1,0,0,0,313,784163
88,6,5,11,4,5,1863,0,0,0,1,0,0,459,789478
177,4,3,10,4,6,1999,1,0,0,1,1,1,758,2070119
70,6,5,13,7,8,1897,1,0,1,0,1,1,201,819166
40,3,2,8,6,9,2007,1,0,1,1,0,0,876,748745
45,3,2,13,1,3,1878,0,0,0,0,0,1,228,497550
48,4,3,9,5,6,1885,1,0,1,0,1,1,151,753126
44,5,4,1,0,3,1891,0,0,1,0,1,0,251,497159
141,6,5,1,1,3,1878,1,0,0,0,1,0,243,1608116
86,2,1,15,1,4,1984,0,1,0,1,1,0,101,1080663
79,4,3,4,4,5,2009,0,0,0,0,1,0,632,847765
36,2,1,20,1,3,1990,0,0,1,0,0,1,203,329005
88,3,2,1,2,5,1990,0,0,0,0,1,0,127,1091917
108,2,1,12,1,3,1991,0,0,0,1,0,0,199,1125975
54,2,1,11,2,3,1983,1,1,1,0,1,0,332,724790
45,5,4,19,7,8,1993,0,0,0,0,0,0,598,360714
129,1,0,15,7,10,1890,1,0,0,0,0,1,557,1615623
42,3,2,10,4,6,1961,0,0,0,1,0,0,308,402595
40,3,2,1,4,5,1934,1,0,0,0,1,1,105,544942
37,1,0,3,5,8,1957,1,0,0,0,1,0,333,347724
59,2,1,14,5,8,1993,0,0,0,0,1,1,201,678580
70,3,2,15,5,8,1854,0,0,1,0,0,1,88,976137
100,2,1,1,0,3,2001,1,0,0,0,0,1,360,1277233
81,4,3,10,2,3,2020,0,0,0,1,0,0,204,751904
80,6,5,1,2,3,1859,0,0,1,1,0,1,673,1091938
117,2,1,15,2,4,1884,0,0,0,1,1,0,558,1241454
37,2,1,3,2,3,1880,0,0,0,0,0,0,120,342773
30,3,2,20,5,8,1969,0,0,0,0,1,0,436,224267
83,4,3,12,5,8,1928,0,0,0,0,1,1,576,1073052
57,2,1,19,0,3,1988,1,0,1,0,0,0,376,548336
100,1,0,16,2,5,1858,1,0,1,1,0,1,404,1680880
60,3,2,8,4,5,1893,0,0,1,1,1,0,570,947372
44,5,4,14,1,3,1965,0,0,1,1,0,0,503,400912
83,2,1,18,0,3,1993,0,0,0,0,0,0,261,731747
64,2,1,1,6,9,1969,0,1,0,1,0,0,518,757805
60,6,5,2,3,4,1902,1,0,0,0,1,0,264,710520
196,3,2,12,6,7,1914,1,0,0,1,1,0,306,2315077
112,4,3,17,6,7,1919,1,0,0,0,0,0,146,1254581
89,3,2,2,6,9,1895,1,0,0,0,1,1,233,1048743
65,6,5,17,0,3,1970,0,0,0,0,0,0,583,679141
62,3,2,7,1,4,1970,0,0,0,1,1,0,157,918725
52,5,4,6,2,3,1882,1,0,0,0,0,0,352,660398
68,3,2,6,1,4,1930,1,0,0,0,1,0,345,814976
47,4,3,8,3,4,1904,1,0,0,1,1,1,551,965997
33,2,1,5,5,8,1947,1,1,0,0,1,1,93,519868
60,2,1,15,7,9,1959,0,0,0,0,1,0,599,641765
71,4,3,7,6,8,2017,1,1,0,0,1,0,251,1446507
100,2,1,3,3,5,2002,1,0,0,0,0,0,203,1104003
40,3,2,10,4,5,1999,0,0,0,0,1,0,247,374333
62,2,1,3,1,4,1974,1,1,0,0,1,0,405,764879
80,4,3,14,3,4,1940,0,0,1,0,1,0,271,939975
79,1,0,3,6,9,1887,1,1,0,0,0,0,370,947357
137,4,3,1,0,3,1986,1,0,1,0,1,1,168,2099134
53,3,2,1,3,4,1886,0,0,0,0,1,1,166,771552
39,2,1,19,6,9,1854,1,0,0,1,0,0,392,327189
64,3,2,4,1,3,1931,1,0,1,1,0,0,216,738049
54,2,1,2,7,8,1999,1,0,0,1,1,1,595,572016
49,2,1,11,0,3,1959,0,0,0,1,0,0,412,524778
46,2,1,12,6,8,1989,0,1,0,1,1,1,325,571826
71,1,0,13,2,4,1909,0,0,1,1,1,0,202,782799
43,6,5,16,1,3,2021,0,0,0,1,0,0,286,623260
89,1,0,16,1,3,1999,0,0,0,0,0,0,475,1149283
87,3,2,19,5,6,1855,1,0,1,1,1,1,509,917391
75,2,1,20,6,7,1876,1,0,0,0,0,1,820,628355
37,3,2,20,4,6,1904,0,0,0,0,1,0,198,354665
70,2,1,9,7,10,1992,0,0,0,1,0,0,258,756317
104,3,2,16,6,9,1913,1,0,0,1,1,0,221,1568284
93,4,3,7,0,3,1866,0,0,0,0,0,0,124,1371398
86,3,2,13,4,6,1852,1,0,0,0,1,1,930,953876
62,1,0,4,2,3,1859,1,1,0,0,0,0,538,682606
60,3,2,13,3,6,1912,1,1,0,1,1,1,383,723688
113,2,1,8,0,3,1938,0,0,0,1,1,1,160,1925574
71,1,0,2,2,3,1934,0,0,1,0,0,0,209,752944
71,2,1,7,4,7,1953,0,0,0,1,1,1,151,1327898
228,2,1,11,1,3,1986,0,0,0,0,0,0,298,1946450
52,3,2,17,4,7,2001,1,1,0,0,1,0,197,790417
24,4,3,14,7,9,1881,0,0,0,1,1,0,475,255734
56,2,1,13,0,3,1852,0,0,1,0,0,1,333,629985
58,2,1,15,5,8,2010,1,0,0,0,1,0,183,716864
70,1,0,9,4,5,2020,0,1,0,0,1,1,679,1206984
79,3,2,3,0,3,1958,0,0,0,1,1,1,428,956362
25,3,2,13,5,8,1989,1,0,0,0,0,0,315,209203
80,2,1,13,1,3,1942,0,0,1,0,0,0,173,708594
59,4,3,9,2,5,1952,0,0,0,0,1,0,141,719933
53,3,2,18,0,3,1946,0,0,0,0,0,1,320,524743
28,3,2,5,3,4,2009,0,0,0,1,1,0,321,391122
126,3,2,11,3,5,1997,0,0,0,1,0,0,197,1386379
49,3,2,2,2,5,1917,0,1,0,0,1,1,195,663236
86,3,2,17,1,3,1994,0,1,1,1,1,0,90,1220051
40,2,1,20,6,9,1996,0,0,0,1,1,0,500,318577
72,1,0,4,6,9,1981,0,0,1,0,0,0,451,816953
54,2,1,18,3,6,1942,1,1,0,1,1,1,174,778021
85,3,2,20,1,3,1866,0,0,0,0,0,0,118,646905
53,4,3,8,0,3,1871,0,0,0,0,0,0,371,742050
39,2,1,19,6,8,2019,0,1,1,1,1,0,121,463207
61,2,1,12,0,3,2022,0,0,0,0,0,0,376,619951
59,4,3,11,0,3,1860,1,0,0,1,0,0,337,674382
69,4,3,16,3,6,1878,1,0,0,0,1,1,977,1186187
99,5,4,5,5,8,1869,1,0,1,0,1,0,571,1173757
36,3,2,3,3,4,1854,0,0,1,0,0,1,270,439714
96,4,3,12,0,3,2002,0,0,0,0,0,1,746,1044545
33,1,0,15,4,7,1883,1,0,1,1,1,1,171,529982
83,1,0,16,4,7,1989,1,0,0,0,1,0,124,1300877
85,1,0,13,4,6,1877,1,0,0,1,1,1,164,1127509
48,4,3,7,1,3,1947,1,0,0,0,0,0,366,723930
41,1,0,15,5,6,1855,1,0,0,1,1,0,168,498902
40,3,2,3,3,6,1868,0,1,1,1,1,0,351,460364
64,3,2,12,3,6,1861,0,0,0,0,1,0,261,665590
87,2,1,8,3,6,1874,1,0,0,1,1,0,396,1218094
57,4,3,12,2,4,1862,0,1,1,0,0,1,398,853762
23,2,1,18,2,3,1925,0,0,0,0,0,0,285,206131
46,2,1,3,0,3,1852,1,0,0,0,0,0,185,438885
46,4,3,12,2,4,1873,1,1,0,0,1,0,322,651433
79,1,0,2,3,5,1857,1,0,0,0,1,0,509,840397
81,3,2,14,5,8,1961,0,0,0,1,1,1,248,837422
66,4,3,14,0,3,1969,0,1,1,1,0,0,133,904489
96,5,4,4,7,9,1972,1,1,0,0,1,0,118,1118381
100,4,3,17,2,4,1939,1,0,1,1,1,0,341,1229209
48,2,1,15,2,3,1894,0,1,0,0,0,0,597,530484
40,3,2,16,0,3,1850,0,0,0,0,0,0,136,509211
59,1,0,5,4,6,1852,1,0,0,1,0,0,217,658670
66,2,1,17,5,6,1914,0,1,0,0,1,1,273,869216
46,1,0,7,7,9,1864,0,0,1,1,1,1,283,772948
260,2,1,15,2,4,1899,0,0,0,0,1,0,321,2798563
122,4,3,17,2,3,1997,0,0,0,1,0,0,268,1380532
44,2,1,12,5,6,1980,0,0,0,1,1,0,115,579853
36,3,2,11,5,8,1992,0,0,1,0,0,0,640,383214
43,2,1,19,7,9,1973,0,1,1,0,1,0,645,421078
101,3,2,11,1,4,1886,0,0,0,0,0,0,171,1002680
102,6,5,2,5,6,1998,0,0,0,0,1,0,189,971281
123,2,1,15,0,3,1955,1,0,0,0,0,1,593,1653641
39,3,2,5,3,4,1952,0,0,1,0,1,0,505,505084
78,2,1,18,1,3,2000,0,0,1,1,0,0,569,921861
41,1,0,16,4,7,1970,0,0,0,0,1,0,246,605666
138,3,2,4,4,6,1948,0,0,1,0,0,0,439,1674618
40,4,3,10,0,3,1995,1,0,0,0,1,1,228,403619
33,1,0,2,2,4,1866,0,0,1,0,1,0,348,337860
35,1,0,15,2,5,2008,1,0,1,1,0,0,137,525559
61,2,1,4,1,4,1897,0,0,1,1,1,0,404,651032
87,4,3,16,0,3,1875,1,0,0,0,0,0,151,1370463
84,4,3,7,2,3,1871,0,0,0,1,0,0,228,1145054
36,3,2,12,5,7,1974,1,0,1,1,1,0,1299,434371
50,3,2,3,2,4,2022,1,0,0,1,1,0,215,648005
47,5,4,17,2,3,2013,0,0,0,0,1,1,310,599147
34,4,3,9,7,10,1913,0,0,1,1,1,0,192,483141
47,4,3,8,0,3,2012,0,0,0,1,0,0,455,657352
120,4,3,6,5,7,1931,0,0,0,0,1,0,191,1898032
32,3,2,15,3,5,2004,1,0,0,0,1,1,1236,460890
68,3,2,10,7,9,1917,1,0,0,0,1,1,229,811418
122,4,3,6,2,4,1994,0,1,0,0,1,0,516,1710889
118,5,4,15,5,7,1988,0,0,0,1,1,1,217,1601221
141,1,0,14,0,3,1854,1,0,0,1,0,1,105,1571585
72,1,0,19,7,8,1970,0,0,0,0,1,1,170,708802
77,5,4,13,2,5,1906,0,0,0,0,1,1,680,790214
47,2,1,14,3,5,1923,0,0,1,0,1,0,306,537225
32,4,3,3,1,4,1934,1,0,0,0,1,1,369,349347
57,2,1,4,7,8,1969,1,0,1,0,1,1,149,817579
108,1,0,14,4,6,1863,0,0,0,1,1,0,579,965695
23,1,0,14,0,3,1921,0,0,1,1,1,1,397,268951
48,2,1,8,1,3,1978,0,0,0,1,1,0,138,874176
81,2,1,10,2,5,1993,0,0,0,1,1,1,728,844458
61,3,2,9,1,4,1875,1,0,0,1,1,0,366,637510
115,4,3,14,2,3,1898,0,0,1,1,0,0,364,1090304
102,6,5,8,7,9,2019,0,0,1,1,0,1,504,1745587
30,2,1,11,4,7,1952,0,0,1,1,1,0,270,368347
64,3,2,10,7,9,1915,0,0,0,1,1,0,422,656284
42,3,2,18,3,4,1902,1,0,0,0,1,0,558,477168
42,3,2,4,5,7,1858,0,0,0,1,1,1,1098,410236
31,3,2,4,3,6,1918,0,0,0,0,1,0,354,316345
69,1,0,12,2,5,1889,1,0,0,0,1,1,150,922702
116,1,0,18,3,4,1982,0,1,0,0,0,1,489,1246066
73,1,0,8,3,6,1905,0,1,0,0,1,0,389,1114128
30,1,0,3,7,10,1960,0,0,1,0,1,0,421,327731
60,4,3,18,3,4,1854,0,0,0,1,1,0,231,633576
80,2,1,7,5,7,1918,1,0,0,0,1,0,364,1305278
57,5,4,1,4,6,1901,0,1,0,1,1,0,376,695951
72,5,4,13,3,5,1922,0,0,1,1,1,0,194,801157
43,6,5,3,3,5,1947,1,0,1,1,1,1,436,581970
54,5,4,3,2,5,2010,0,0,0,0,1,1,243,696683
52,2,1,15,1,3,1999,1,0,0,1,0,0,327,602928
128,3,2,19,5,6,1864,0,0,0,0,1,0,205,959257
36,2,1,4,6,7,1914,0,1,0,0,1,0,406,492845
24,4,3,13,1,3,1920,0,0,0,0,0,1,84,238706
123,5,4,13,7,10,2000,0,0,0,1,1,0,572,1022604
65,4,3,15,1,3,1960,0,0,0,1,0,0,332,793058
33,2,1,19,3,4,1855,0,0,1,1,1,0,224,313351
97,4,3,16,2,5,2003,0,0,0,0,1,0,259,1535892
82,1,0,7,1,3,1989,0,0,0,0,0,0,146,1346929
139,1,0,3,0,3,1926,0,0,0,1,1,0,232,1448955
68,4,3,20,2,4,1964,0,0,1,0,1,0,491,607489
196,2,1,2,0,3,1962,0,0,0,0,0,0,453,1999077
58,6,5,18,1,4,1926,0,1,0,0,1,0,79,531641
82,1,0,11,1,3,1979,0,0,1,0,0,0,488,1048558
89,4,3,1,0,3,2009,1,0,0,0,0,1,414,1073608
49,3,2,16,1,4,1944,0,0,0,0,1,0,201,667640
48,4,3,17,4,6,1910,0,0,0,1,1,0,235,564239
90,4,3,16,5,7,1988,0,0,1,1,1,0,139,1193273
32,5,4,10,1,4,1950,0,0,0,1,1,0,143,321352
42,2,1,17,0,3,1883,1,0,0,1,0,0,466,484224
57,5,4,3,5,7,1944,0,0,0,1,1,0,129,690221
137,2,1,18,0,3,1952,0,0,0,1,0,0,599,1313869
90,1,0,19,5,6,1857,0,0,0,0,1,0,209,681731
64,2,1,14,1,3,1985,1,1,0,0,1,1,345,917565
47,4,3,2,1,3,1947,0,0,0,1,0,0,370,496551
168,3,2,12,1,3,1992,0,0,0,1,1,0,134,1969715
59,4,3,11,1,3,1854,0,1,0,0,0,0,279,620262
42,4,3,17,5,7,1996,0,0,0,0,1,0,614,423595
186,2,1,6,1,3,1986,0,0,0,1,0,0,571,2353402
33,5,4,19,7,10,2006,0,0,1,1,0,0,347,295612
118,1,0,13,2,5,1950,0,1,1,0,0,0,166,1459061
62,5,4,7,7,9,1996,0,0,0,1,1,0,258,747671
89,2,1,11,1,3,1895,0,0,0,0,1,1,126,1031518
81,3,2,7,1,3,1953,0,0,0,0,0,1,298,1068969
89,2,1,13,4,5,1929,0,0,1,0,0,0,284,1026141
196,2,1,13,0,3,1967,0,0,1,1,0,0,125,2638371
179,2,1,1,5,7,1854,0,0,0,1,1,1,1235,2481430
43,2,1,19,3,5,2010,0,0,1,0,1,1,356,545959
79,2,1,19,4,7,1904,0,0,1,0,1,0,270,724289
27,2,1,15,1,3,1868,0,0,1,0,0,0,524,243478
94,3,2,14,4,7,1994,1,1,1,0,1,1,176,1460123
106,4,3,3,4,7,1937,0,0,1,0,1,1,167,1395573
24,3,2,20,5,7,1966,1,0,0,1,1,0,504,190612
60,5,4,4,2,5,2019,1,0,0,0,0,0,794,707738
89,3,2,7,7,8,1999,1,0,1,1,1,0,220,1275682
74,3,2,1,7,10,1888,0,0,0,0,1,0,483,697593
33,3,2,19,6,7,1974,1,1,0,1,1,1,263,349958
34,2,1,3,4,7,1876,1,0,0,1,0,1,308,435931
57,3,2,20,3,4,1925,1,0,1,0,0,0,188,529742
49,1,0,15,0,3,2023,0,0,0,0,1,0,564,531871
51,4,3,13,7,9,1976,0,0,0,0,1,0,164,472795
31,4,3,14,7,10,2005,0,0,0,1,1,1,302,386167
62,2,1,7,0,3,2016,0,0,1,0,0,1,394,1110650
138,4,3,1,2,5,1971,1,1,0,0,0,0,217,1738938
34,1,0,13,6,7,1995,0,0,0,1,1,1,706,343986
54,2,1,4,0,3,1936,0,0,0,1,0,0,449,514927
84,1,0,12,1,3,1999,0,0,0,0,0,1,236,903155
28,4,3,7,7,10,1917,0,0,0,1,1,0,509,377438
63,4,3,2,6,7,1860,1,0,1,0,1,0,334,780823
104,4,3,17,6,9,1931,1,0,1,0,0,0,447,1351576
37,1,0,1,1,3,1913,0,0,0,0,0,0,239,323729
66,3,2,14,1,4,1968,0,0,0,0,1,0,213,687508
100,4,3,1,4,6,1934,0,0,1,1,1,1,440,1457167
190,2,1,3,3,6,1906,0,0,0,0,1,0,594,1984141
64,3,2,11,2,4,2012,0,0,0,0,0,0,535,624905
42,1,0,7,6,9,1886,1,0,1,1,1,0,155,859234
42,2,1,9,6,9,1970,1,0,1,0,1,0,255,530479
30,3,2,3,2,5,1879,0,0,1,1,0,0,463,312591
144,3,2,1,1,3,1994,0,0,0,0,0,0,470,1780091
97,1,0,19,1,4,2010,0,0,1,0,0,1,98,1085932
34,2,1,2,3,5,1993,1,0,0,0,1,1,301,416834
41,2,1,5,1,3,1992,1,0,0,0,0,0,502,494737
63,2,1,17,3,6,1990,0,0,1,0,1,0,582,706862
104,2,1,19,3,6,1852,0,0,0,0,1,1,384,1058876
80,2,1,5,6,8,1873,0,0,0,0,1,0,775,699286
75,3,2,14,2,5,2000,1,0,1,0,0,1,284,892285
68,2,1,10,4,7,1908,0,1,1,0,1,1,341,925240
35,4,3,7,5,6,1904,1,1,0,0,1,0,163,602664
64,4,3,8,4,7,1914,0,0,0,1,1,0,356,919467
60,1,0,8,7,10,2009,1,0,1,0,1,0,154,1113251
30,1,0,7,4,5,1909,0,0,1,0,1,0,550,446999
142,4,3,13,6,8,2007,1,0,1,0,0,0,252,1523392
45,1,0,14,1,3,1915,1,0,0,1,0,0,524,451219
31,1,0,19,4,5,1995,1,1,0,1,0,1,240,374590
49,1,0,11,3,6,1908,1,1,0,0,1,1,539,597774
53,3,2,2,7,10,1902,0,0,0,1,1,0,351,520626
59,3,2,17,1,3,1913,0,0,0,1,1,0,147,626864
53,6,5,6,1,3,1970,0,0,0,0,0,0,367,626800
61,5,4,9,4,6,1968,0,0,0,0,1,1,313,768188
66,2,1,19,1,3,1879,0,0,0,0,0,1,172,578355
64,2,1,5,4,5,1867,0,0,0,1,1,0,202,835932
75,2,1,9,7,8,1854,1,0,0,0,0,0,107,869732
78,2,1,7,7,9,1918,0,0,0,0,0,1,233,1107466
79,1,0,4,1,3,1985,1,0,0,1,0,0,148,927352
89,1,0,18,1,4,1986,0,0,0,0,1,0,261,819391
43,1,0,18,4,5,2009,1,1,0,1,1,0,128,559918
43,2,1,20,4,7,1969,0,0,0,1,1,0,350,362910
104,2,1,17,4,6,1991,0,0,1,1,1,0,209,1401086
49,6,5,4,5,8,1990,0,0,1,0,0,0,607,522105
57,3,2,16,4,5,1867,1,0,0,0,1,1,145,1026840
55,6,5,5,1,3,1917,1,0,1,1,0,0,106,876970
186,2,1,9,5,6,1963,0,0,0,0,1,0,603,2354645
39,3,2,2,0,3,1871,0,0,0,0,0,0,958,323110
39,2,1,2,0,3,1869,1,0,1,0,0,1,531,486915
61,2,1,4,5,8,1992,0,1,0,1,0,1,159,732003
56,1,0,20,3,5,1856,0,0,0,1,1,1,63,589554
34,5,4,20,4,5,1947,0,0,1,1,0,0,571,325561
58,6,5,17,2,4,1954,1,0,1,1,1,1,426,699148
62,1,0,20,0,3,1879,0,0,1,0,0,0,412,423580
47,2,1,19,2,3,1854,0,0,1,0,0,0,178,518061
56,2,1,3,4,7,1978,0,0,0,0,1,0,227,549697
41,2,1,5,1,3,2008,1,0,0,1,0,0,996,529082
34,2,1,10,4,5,1869,0,0,0,1,1,0,260,335633
49,1,0,6,5,7,1932,1,0,0,0,0,0,207,693991
37,3,2,3,3,6,1913,0,0,0,0,1,0,329,412319
32,2,1,17,6,9,1967,0,0,1,1,1,1,124,471123
25,2,1,10,6,7,1878,1,0,0,1,1,0,263,243043
69,1,0,12,6,9,1951,0,0,0,0,1,0,417,716613
48,2,1,1,4,6,1987,1,0,0,1,1,1,182,654414
105,6,5,18,2,5,2006,1,0,0,0,1,0,452,1093200
50,2,1,19,3,6,1880,1,1,1,0,0,0,1021,473131
68,4,3,20,5,8,1924,0,0,0,0,1,0,65,567391
44,4,3,4,1,3,1879,1,0,0,1,1,0,194,523733
60,5,4,15,5,8,2002,1,0,0,1,1,0,526,754702
25,4,3,9,3,5,1929,1,0,0,1,1,1,807,308992
49,3,2,6,0,3,1907,1,0,0,1,0,0,470,629906
39,4,3,12,4,6,1906,0,0,0,0,1,1,316,501237
